KinArMFt;Terulet;Terasz;Szoba;Felszoba;Furdoszoba;Emelet;DeliTaj;Buda;Kerulet
7,9;31;8;1;0;1;0;0;0;13
14,2;32;4;1;0;1;4;0;0;13
13,2;32;4;1;0;1;4;0;0;13
12,4;32;0;1;0;1;4;1;0;13
7,9;32;0;1;0;1;2;0;0;13
7,3;32;0;1;0;1;2;0;0;13
6,3;32;0;1;0;1;1;1;0;13
6;32;0;1;0;1;1;0;0;13
12;33;4;1;0;1;1;0;0;13
8,2;33;0;1;0;1;0;1;0;13
7,6;33;0;1;0;1;3;0;0;13
10,4;34;0;1;0;1;1;0;0;13
9,1;34;0;1;0;1;2;0;0;13
8,6;34;0;1;0;1;1;1;0;13
11;35;0;1;0;1;3;0;0;13
9,1;35;0;2;1;1;10;0;0;13
10,3;36;6;1;0;1;2;1;0;13
16,7;36,5;6;1;0;1;5;0;0;13
12,9;37;0;1;0;1;5;0;0;13
10,9;37;0;1;0;1;1;1;0;13
9,5;37;0;1;0;1;0;1;0;13
8,9;37;0;2;0;1;2;1;0;13
9,9;38;0;1;0;1;3;1;0;13
7,9;38;0;1;0;1;0;0;0;13
9,5;38;0;2;1;1;0;1;0;13
9,2;38;0;2;1;1;0;0;0;13
9,7;39;0;1;0;1;1;0;0;13
11,5;39,5;1;1;0;1;4;1;0;13
14,5;39,57;4,1;2;0;1;2;0;0;13
10,1;40;0;1;0;1;6;0;0;13
9,9;40;0;1;0;1;0;1;0;13
9,5;40;0;1;0;1;1;1;0;13
9,5;40;0;1;0;1;2;0;0;13
9;40;3;2;1;1;1;0;0;13
9,8;41;0;1;0;1;3;0;0;13
9,5;41;0;1;0;1;2;0;0;13
11;42;0;1;0;1;2;0;0;13
17,9;42,74;23,3;2;1;1;1;1;0;13
12,9;43;0;2;1;1;1;0;0;13
9,8;43;0;2;1;1;8;0;0;13
11,9;44;0;2;1;1;4;0;0;13
11;44;0;2;0;1;2;1;0;13
10,5;44;0;2;1;1;10;0;0;13
10;44;0;2;1;1;0;0;0;13
26,3;44,87;10,9;2;0;1;2;1;0;13
13,9;45;4;2;0;1;3;0;0;13
12,5;45;0;2;1;1;1;1;0;13
12,5;46;0;1;0;1;2;1;0;13
12,5;46;2,5;2;0;1;4;1;0;13
11,8;47;0;2;0;1;0;0;0;13
23,8;47,14;10,8;2;1;1;5;0;0;13
23,8;47,14;10,8;2;1;1;5;0;0;13
9,4;48;0;1;0;1;1;0;0;13
23,5;48;10;2;0;1;6;1;0;13
13;48;0;2;0;1;1;0;0;13
25,5;49,9;15;2;0;1;5;0;0;13
23,9;49,93;15;2;0;1;3;0;0;13
11,5;50;2;1;0;1;1;1;0;13
22;50;6,5;2;0;1;3;0;0;13
21,5;50;9;2;0;1;5;1;0;13
14;50;2;2;0;1;5;1;0;13
13,5;50;0;2;0;1;1;0;0;13
13,5;50;0;2;0;1;4;0;0;13
12;50;0;2;0;1;2;0;0;13
12;50;2;2;0;1;6;0;0;13
26;51;22;2;0;1;9;1;0;13
19,2;51;4;2;0;1;5;0;0;13
23,9;51,34;6,9;2;0;1;5;0;0;13
12,6;52;6;2;1;1;2;1;0;13
28;52,04;3,5;2;0;1;2;0;0;13
12,4;53;0;1;0;1;3;1;0;13
30,1;53;13;2;0;0;4;0;0;13
28,7;53;13;2;0;1;5;0;0;13
27,5;53;6;2;0;1;6;0;0;13
27,2;53;6;2;0;1;5;0;0;13
15,9;53;0;2;0;1;1;0;0;13
13,8;53;0;2;1;1;3;0;0;13
12,5;54;0;1;0;1;4;0;0;13
24,9;54;10;2;1;1;4;1;0;13
19,8;54;0;2;0;1;0;0;0;13
13,5;54;0;2;1;1;0;1;0;13
15,5;54,3;4;2;0;1;1;0;0;13
14;55;0;2;0;1;0;0;0;13
18,8;55;0;3;2;1;0;0;0;13
27,1;55,29;11;2;0;1;6;0;0;13
10,9;56;0;1;0;0;2;0;0;13
17,5;56;0;2;1;1;3;0;0;13
13,8;56;0;2;0;1;2;0;0;13
12,9;56;8;2;0;1;1;1;0;13
12,8;56;0;2;0;1;3;1;0;13
15,2;56;0;3;2;1;3;1;0;13
16,7;57;0;2;0;0;2;1;0;13
26;57;6;2;0;1;6;1;0;13
9,6;57;2;2;0;1;0;0;0;13
16,5;57;5;3;2;1;1;0;0;13
19,6;58;21;2;0;0;1;1;0;13
19,8;58;0;2;0;1;1;0;0;13
12,9;58;0;2;0;1;3;0;0;13
12,9;58;1,5;2;0;1;4;0;0;13
25;58;17;3;0;1;2;0;0;13
21,3;58;7;3;2;1;7;1;0;13
13;58;2;3;0;1;10;0;0;13
14,5;58;8;4;3;1;1;1;0;13
16;59;5;2;0;1;3;1;0;13
14,7;59;2,5;2;0;1;3;1;0;13
17,5;59;0;3;1;1;5;0;0;13
16,6;59;9;3;2;1;3;0;0;13
12,9;59;2,5;3;0;1;6;0;0;13
21,9;60;4,8;2;0;1;2;0;0;13
19,3;60;0;2;0;1;3;1;0;13
16,6;60;0;2;0;1;1;1;0;13
15;60;0;2;0;1;0;0;0;13
13,3;60;0;2;0;1;3;1;0;13
12,1;60;0;2;0;1;3;0;0;13
28,8;60,87;6,3;3;0;2;7;1;0;13
17,2;61;0;2;0;1;1;0;0;13
15,5;61;6;2;0;1;3;1;0;13
48,5;62,08;44,2;3;0;2;9;1;0;13
16,9;63;0;2;0;1;0;1;0;13
23,5;63;0;3;2;1;1;1;0;13
14;63;0;3;1;1;3;0;0;13
23,5;65;8;2;0;1;5;1;0;13
15,8;66;0;3;2;2;3;0;0;13
22,9;67;3,5;2;0;1;3;0;0;13
18,5;68;0;2;0;1;4;1;0;13
36,5;68;102;3;0;1;9;1;0;13
26,5;69;60;3;2;1;5;0;0;13
21,9;69;0;3;2;1;4;1;0;13
18,9;70;4;2;0;1;1;0;0;13
20;70;0;3;1;1;1;0;0;13
19,9;70;3;3;1;1;1;0;0;13
35,9;70,5;18,7;3;0;2;3;1;0;13
35,4;70,5;18,7;3;0;2;2;1;0;13
18,5;71;0;3;1;1;5;0;0;13
37,6;72;14;3;0;1;7;1;0;13
32;72;12,4;3;0;1;6;0;0;13
23,5;72;0;3;2;1;2;1;0;13
14,5;75;0;3;1;1;1;1;0;13
27,3;75;67;3;0;2;1;0;0;13
28,5;76;0;3;0;0;0;0;0;13
24,3;76;2;3;0;1;4;1;0;13
20,5;76;0;3;1;1;0;1;0;13
17,9;77;0;2;0;1;3;1;0;13
23;77;0;4;0;2;5;1;0;13
23,9;80;3,3;3;1;1;1;0;0;13
19,4;80;0;3;1;2;2;0;0;13
20,9;81;0;3;1;1;1;0;0;13
25;82;0;2;0;1;1;0;0;13
37;82;0;3;0;1;2;0;0;13
29;83;5;3;0;1;3;0;0;13
24;83;0;3;0;1;0;0;0;13
24,9;83;4;4;1;1;4;1;0;13
25,5;84;0;3;0;1;4;0;0;13
23,5;84;0;3;1;1;1;1;0;13
25,5;85;0;3;0;1;2;1;0;13
56;86;56;3;1;1;9;1;0;13
16,9;86;0;3;0;1;3;0;0;13
34,9;89;8;3;0;1;1;0;0;13
33,9;90;20;3;0;1;6;0;0;13
23;91;0;2;0;1;3;0;0;13
21,9;92;0;2;2;1;1;0;0;13
28;92;0;4;1;2;8;0;0;13
24,9;93;0;3;0;1;3;0;0;13
27,5;96;0;3;1;2;1;0;0;13
27,9;97;0;3;0;1;4;0;0;13
32;100;0;3;0;1;4;1;0;13
24;100;4;4;1;1;1;0;0;13
36;100;30;5;0;2;5;1;0;13
39,9;103;6;3;0;1;2;0;0;13
27,6;104;0;4;1;2;4;0;0;13
33,9;107;0;4;0;1;4;0;0;13
26,3;108;2;4;0;2;1;1;0;13
30;119;4;4;0;2;5;0;0;13
41,9;122;12;3;0;1;2;0;0;13
32,5;126;0;3;0;1;0;1;0;13
16,5;126;0;3;0;1;0;1;0;13
47;127;0;4;0;2;3;1;0;13
30;130;0;5;0;1;0;1;0;13
46;133;0;4;0;1;0;1;0;13
27;133;0;4;1;1;3;0;0;13
29;136;0;5;1;1;1;0;0;13
46,5;140;0;4;0;2;0;0;0;13
37,9;144;0;4;0;1;2;0;0;13
43;170;14;5;0;2;0;0;0;13
8,2;25;0;1;0;1;0;0;0;14
6,9;29;0;1;0;1;1;0;0;14
8,5;30;2;1;0;0;1;1;0;14
7,9;30;0;1;0;1;1;1;0;14
8,5;32;0;1;0;1;0;0;0;14
8,7;33;0;1;0;1;-1;1;0;14
10,8;34;0;1;0;1;2;1;0;14
11,5;34;0;2;1;1;1;0;0;14
8,8;35;2;1;0;1;1;1;0;14
11;36;0;1;0;1;1;0;0;14
8,9;36;1;1;0;1;3;0;0;14
11,5;36,4;0;1;0;1;3;1;0;14
9,3;37;0;2;1;1;3;1;0;14
10,5;38;0;1;0;1;3;1;0;14
10,6;40;0;1;1;1;0;1;0;14
9,9;40;0;1;0;1;1;1;0;14
13,5;41;0;1;0;1;0;0;0;14
10,6;41;0;1;0;1;2;1;0;14
9,5;41;0;2;1;1;3;0;0;14
12,8;41;0;3;2;1;1;0;0;14
18,1;42;0;2;0;1;3;1;0;14
12,5;43;4;2;1;1;0;1;0;14
19,9;44;20;2;0;1;7;1;0;14
15,4;44;6;2;1;1;0;1;0;14
11;44;0;2;1;1;0;0;0;14
13,5;45,4;4,5;2;1;1;1;0;0;14
15;46;3;2;1;1;3;0;0;14
12;46;0;2;1;1;0;0;0;14
11,7;46;0;2;1;1;1;0;0;14
13,2;47;0;2;0;1;3;1;0;14
10,5;47;0;2;0;1;2;0;0;14
15;48;4;1;0;1;2;1;0;14
10,9;48;0;2;0;1;3;1;0;14
14,5;49;1,7;2;0;1;1;1;0;14
13,5;49,15;2,3;2;0;1;1;0;0;14
9,5;50;0;1;0;1;2;1;0;14
17,2;50;6,5;2;1;1;2;1;0;14
16,3;50;0;2;1;1;1;1;0;14
14,6;50;0;2;0;1;3;1;0;14
14,5;50;2;2;0;1;2;0;0;14
15,8;50;0;3;2;1;0;0;0;14
13,6;51;5;2;0;1;2;0;0;14
14,5;52;0;1;0;1;1;1;0;14
14,1;52;0;2;0;1;3;1;0;14
17,5;55;7;2;0;1;1;0;0;14
13,9;55;0;2;0;1;3;1;0;14
12,1;55;0;2;0;1;1;1;0;14
20,9;57;0;2;1;1;1;0;0;14
18,5;57;0;2;1;1;3;1;0;14
16,6;57;0;2;0;1;3;0;0;14
16,2;57;4,8;2;0;1;0;1;0;14
14,8;57;0;2;0;1;1;0;0;14
10,5;57;0;2;0;1;0;1;0;14
10;58;0;3;1;1;0;0;0;14
20,9;59;13;2;0;1;1;1;0;14
19,7;59;2;2;0;1;1;1;0;14
20,9;60;8;2;0;1;2;0;0;14
14,9;60;4;3;1;1;4;0;0;14
12,6;60;6;3;2;1;8;1;0;14
19;61;2,5;2;0;1;1;1;0;14
15,2;62;2,7;2;0;1;1;0;0;14
15,5;62;0;3;1;1;0;1;0;14
16,9;63;3,6;3;1;1;3;1;0;14
15;63;0;3;1;1;0;0;0;14
17,7;63,9;0;2;0;1;0;1;0;14
16;64;0;2;1;1;2;1;0;14
16;65;0;2;1;1;0;1;0;14
10,5;65;0;2;0;1;3;1;0;14
21,8;65;4;3;0;1;6;0;0;14
19,9;65,6;0;2;0;1;2;1;0;14
15,5;67;0;3;1;1;0;0;0;14
20,5;68;3,5;3;1;1;2;0;0;14
14,5;68;0;3;2;1;3;1;0;14
12,9;68;1,5;3;0;1;6;1;0;14
19,8;70;0;3;2;1;3;1;0;14
19;71;0;2;0;1;0;0;0;14
22,5;71;10;3;0;1;0;0;0;14
23;72;4,8;3;1;1;2;1;0;14
16,3;72;0;3;0;1;0;1;0;14
22,9;73;5;3;1;1;1;1;0;14
12,9;75;0;2;0;1;3;0;0;14
19,9;75;0;3;0;1;0;0;0;14
19,6;75;3;3;0;1;2;0;0;14
29;76;7;3;1;1;2;0;0;14
19,6;78;6,5;2;0;1;1;1;0;14
23,3;78;4;3;1;1;2;1;0;14
15,9;78;0;3;1;1;2;1;0;14
29,9;80;7;4;2;1;2;1;0;14
16,5;83;0;2;0;1;1;1;0;14
24,5;84;0;4;1;1;0;1;0;14
17,5;85;0;3;1;1;0;0;0;14
21,8;86;0;3;1;1;3;1;0;14
33,9;86;11;5;0;2;2;1;0;14
33,6;86;5,7;5;3;2;3;1;0;14
22;86,7;0;3;0;1;2;1;0;14
17,9;93;0;3;0;1;0;0;0;14
41,5;94,36;13,7;4;2;1;1;1;0;14
26,5;95;0;3;0;1;1;1;0;14
17,9;98;0;3;1;1;2;1;0;14
20,8;98,21;3,2;3;1;1;2;0;0;14
35;100;6;4;0;2;3;0;0;14
20,9;103;0;4;1;1;1;1;0;14
32,5;104;0;3;0;1;2;1;0;14
20;110;1,3;3;1;1;2;1;0;14
31,2;110;3;5;1;1;0;0;0;14
36;120;7;3;0;2;2;1;0;14
33,9;132;2,6;4;1;1;3;0;0;14
49,9;142;33;4;0;2;3;1;0;14
49,9;144;2;3;0;1;2;1;0;14
48;145;0;6;3;2;1;1;0;14
46,9;150;4;5;0;2;2;1;0;14
41;154;14;6;0;2;2;1;0;14
55;198;0;3;0;1;0;1;0;14
9,4;35;0;1;0;1;1;0;0;15
13,5;43;0;2;1;1;1;0;0;15
12,7;43;0;2;1;1;2;1;0;15
12,1;43,87;0;1;0;1;2;1;0;15
7,5;44;0;1;0;1;0;0;0;15
9,9;45;6;2;0;1;5;1;0;15
9,6;45;0;2;1;1;2;0;0;15
13,5;47;0;2;1;1;1;1;0;15
14,4;49;0;2;1;1;1;1;0;15
11,2;49;2;2;1;1;1;1;0;15
12,9;49;18;3;1;1;0;0;0;15
12,7;49;7,5;3;2;1;3;1;0;15
12,5;50;4,5;2;1;1;0;1;0;15
12,4;50;30;2;1;1;0;0;0;15
13;54;0;2;1;1;1;0;0;15
10,8;55;4;3;2;1;2;0;0;15
16,8;56;0;2;1;1;0;1;0;15
17;58;2;2;0;1;1;0;0;15
11,5;58;0;2;0;1;0;0;0;15
16,5;58;0;3;2;1;0;1;0;15
16,5;60;0;2;1;1;1;0;0;15
11,9;60;0;2;0;1;4;1;0;15
14,9;61;0;2;0;1;0;1;0;15
12,5;61;0;3;1;1;5;0;0;15
23,5;63;4;3;0;1;2;0;0;15
11,5;63;7,7;3;1;1;1;0;0;15
16,5;63,57;18;3;2;1;0;0;0;15
18,2;67;6,5;3;1;1;2;0;0;15
25;67,72;1,7;3;2;1;3;0;0;15
12,8;69;4;4;2;1;3;0;0;15
17,9;71;14;3;1;1;0;1;0;15
21;74;0;3;0;1;1;1;0;15
14,9;75;0;2;0;1;0;0;0;15
19;76;0;3;1;1;1;0;0;15
22;80;2,2;3;1;2;4;0;0;15
20;86;8;3;0;1;0;1;0;15
24,9;93,94;10;4;1;2;1;0;0;15
29;105,7;0;5;1;1;4;1;0;15
29,5;110;7,5;3;0;1;0;1;0;15
8,3;34;0;1;0;1;3;1;0;16
11,8;46;4;2;0;1;3;0;0;16
12,1;47,6;4;2;1;1;1;1;0;16
11,9;52;3,5;2;0;1;4;0;0;16
11,7;52;3,6;2;1;1;0;0;0;16
33;97;11;3;0;1;0;1;0;16
42,5;124;35;4;0;1;0;1;0;16
35,9;162;34;3;0;2;0;1;0;16
11;57;6,5;1;0;1;0;1;0;17
15,8;65;8;3;2;1;0;0;0;17
11,8;65;5;4;3;1;4;0;0;17
22,5;98,71;5;3;0;1;1;1;0;17
95;340;0;5;0;2;0;1;0;17
6,9;35;0;1;0;1;0;0;0;18
15,9;35;0;2;0;1;2;1;0;18
10,9;35,56;0;1;0;1;0;0;0;18
10,8;40;0;2;1;1;1;1;0;18
13,9;43;7;2;1;1;1;0;0;18
10,4;43;0;2;1;1;3;0;0;18
9;43;0;2;1;1;0;0;0;18
12,2;46;4;1;1;1;2;1;0;18
13,9;48;0;3;2;1;0;1;0;18
12,1;49,8;0;2;1;1;3;0;0;18
11,4;50;5;2;0;1;0;0;0;18
10,4;52;0;2;0;1;0;0;0;18
16,5;53;6;2;1;1;0;0;0;18
16,6;54;16;2;1;1;0;1;0;18
15;54,5;6,5;3;1;1;1;0;0;18
16,9;57;2,3;3;1;1;3;1;0;18
15,9;59;9;3;2;1;0;1;0;18
16,3;60;20;2;0;1;0;0;0;18
16,7;66;1,3;2;0;1;0;1;0;18
13,4;67;0;3;1;1;2;0;0;18
13;69;4;3;1;1;3;1;0;18
17,4;70;0;3;1;1;0;0;0;18
14,5;70;0;3;1;1;1;0;0;18
17;76;4,5;3;0;1;2;1;0;18
17,8;79;0;3;2;1;4;1;0;18
27,8;87,15;9;4;0;1;4;1;0;18
29,8;87,7;27,4;4;3;1;0;1;0;18
18,8;91;0;4;2;1;0;0;0;18
25,5;108;32;4;0;1;1;0;0;18
25;110;12;4;2;1;0;1;0;18
13,9;48;0;2;1;1;0;1;0;19
10,9;53;0;0;2;1;9;0;0;19
9,9;54;0;2;0;1;9;0;0;19
17,8;64;0;2;0;1;1;1;0;19
17,9;105;0;3;0;1;1;0;0;19
18,2;55;4,5;3;2;1;2;1;0;20
12,5;56;6;2;0;1;3;1;0;20
9,9;63;3,8;3;1;1;10;0;0;20
29,8;87;14;3;0;1;3;1;0;20
8,7;36;0;1;0;1;3;0;0;21
8,6;42;0;1;0;1;2;0;0;21
5;30;0;1;0;1;0;1;0;22
9,8;46;0;2;1;0;0;1;0;22
16,2;54;4,9;3;2;1;1;0;0;22
11,5;55;0;2;1;1;4;0;0;22
24;78;4;3;2;1;1;1;0;22
37;80;39;3;2;1;1;1;0;22
21;83;3;2;0;1;3;1;0;22
42;92;42;4;1;2;2;1;0;22
22;100;4;2;1;1;4;1;0;22
32,5;116;8,6;6;5;2;2;1;0;22
